number,type_of_vehicle,object_type,name_stopping,the_official_name,location,routes,coordinates
6273,Автобус,Остановка,"УЛ. О. ДУНДИЧА,УГ. МАЛОЙ БАЛКАНСКОЙ УЛ. [56]","УЛ. О. ДУНДИЧА,УГ. МАЛОЙ БАЛКАНСКОЙ УЛ.","ул. Олеко Дундича, ул. Малая Балканская",56,"59.828740,30.386440"
6274,Автобус,Остановка,"УЛ. ОБОРОНЫ, 1-А","УЛ. ОБОРОНЫ, 1-А",,"379,379А,","59.674534,30.460024"
6275,Автобус,Остановка,"УЛ. ОБОРОНЫ, 1-А","УЛ. ОБОРОНЫ, 1-А",,"379,379А,","59.674729,30.460206"
6276,Автобус,Остановка,"УЛ. ОБОРОНЫ, 49","УЛ. ОБОРОНЫ, 49",,"К-286,379,379А,","59.671349,30.468156"
6277,Автобус,Остановка,"УЛ. ОБОРОНЫ, 8","УЛ. ОБОРОНЫ, 8",,"379,379А,","59.676084,30.456183"
6278,Автобус,Остановка,"УЛ. ОБОРОНЫ, 8","УЛ. ОБОРОНЫ, 8",,"379,379А,","59.676252,30.456355"
6279,Автобус,Остановка,УЛ. ОБРУЧЕВЫХ [93],УЛ. ОБРУЧЕВЫХ,"Науки пр., Обручевых ул.","1М,1МА,К-9,93,94,","60.016136,30.381735"
6280,Автобус,Остановка,УЛ. ОБРУЧЕВЫХ [93]<,УЛ. ОБРУЧЕВЫХ,"Науки пр., ул. Обручевых","1М,1МА,К-6,93,94,","60.016572,30.380942"
6281,Трамвай,Остановка,Ул. Обручевых Т ,Ул. Обручевых,"Науки пр., ул. Обручевых","9,38,57,","60.016370,30.381690"
6282,Трамвай,Остановка,Ул. Обручевых Т ,Ул. Обручевых,"Науки, Обручевых","9,38,57,","60.016375,30.381011"
6283,Автобус,Остановка,УЛ. ОДОЕВСКОГО 28,УЛ. ОДОЕВСКОГО 28,"Одоевского, Железноводская","41,42,128,","59.948306,30.240812"
6284,Автобус,Остановка,"УЛ. ОДОЕВСКОГО, 28 []<","УЛ. ОДОЕВСКОГО, 28","улица Одоевского, Железноводская улица","41,42,128,","59.948048,30.240963"
6285,Автобус,Остановка,"ул. Олеко Дундича, д. 39","ул. Олеко Дундича, д. 39","улица Олеко Дундича, Малая Карпатская улица",96,"59.835207,30.427805"
6286,Автобус,Остановка,"ул. Олеко Дундича, д. 39","ул. Олеко Дундича, д. 39","Малая Карпатская улица, улица Олеко Дундича","К-383,","59.835431,30.428969"
6287,Автобус,Остановка,"УЛ. ОЛЬГИ ФОРШ [40, 93, 178]",УЛ. ОЛЬГИ ФОРШ,"Тимуровская ул., Ольги Форш ул.","1М,1МА,61,93,176,","60.045928,30.395325"
6288,Автобус,Остановка,"УЛ. ОЛЬГИ ФОРШ [40, 93, 178]<",УЛ. ОЛЬГИ ФОРШ,"Тимуровская ул., Ольги Форш ул.","1М,1МА,61,93,","60.045528,30.395946"
6289,Трамвай,Остановка,Ул. Ольги Форш Т ,УЛ. ОЛЬГИ ФОРШ,"Просвещения, Ольги Форш","61,100,","60.041206,30.392244"
6290,Трамвай,Остановка,Ул. Ольги Форш Т ,УЛ. ОЛЬГИ ФОРШ,"Просвещения, Ольги Форш","61,100,","60.041281,30.391536"
6291,Автобус,Остановка,УЛ. ОЛЬГИ ФОРШ ,УЛ. ОЛЬГИ ФОРШ ,"Просвещения пр., Ольги Форш ул.","60,121,139,183,","60.041567,30.391527"
6292,Автобус,Остановка,УЛ. ОЛЬГИ ФОРШ ПО ПР. ПРОСВЕЩЕНИЯ,УЛ. ОЛЬГИ ФОРШ ПО ПР. ПРОСВЕЩЕНИЯ,"Просвещения пр., Ольги Форш ул.","60,121,139,183,","60.040849,30.392836"
6293,Автобус,Остановка,УЛ. ОПТИКОВ,УЛ. ОПТИКОВ,"Шуваловский пр, Оптиков ул.","126,К-279,","60.002740,30.194880"
6294,Автобус,Остановка,УЛ. ОПТИКОВ,УЛ. ОПТИКОВ,"ул. Оптиков, Шуваловский пр.","154,154А,172,180,К-279,","60.002708,30.195978"
6295,Автобус,Остановка,УЛ. ОПТИКОВ,УЛ. ОПТИКОВ,"Яхтенная улица, улица Оптиков",180,"59.999943,30.222073"
6296,Автобус,Остановка,УЛ. ОПТИКОВ,УЛ. ОПТИКОВ,"Гаккелевская улица, улица Оптиков","110,126,154,166,216,","59.994732,30.253406"
6297,Автобус,Остановка,УЛ. ОПТИКОВ [93],УЛ. ОПТИКОВ,"Торфяная дорога, Оптиков ул.","5М,5Ма,93,126,К-232,","59.995275,30.255591"
6298,Троллейбус,Остановка,Ул. Оптиков ,УЛ. ОПТИКОВ,"улица Оптиков, Шуваловский проспект",23,"60.002750,30.196200"
6299,Троллейбус,Остановка,Ул. Оптиков ,УЛ. ОПТИКОВ,"Торфяная дорога, улица Оптиков","25,40,","59.994990,30.255310"
6300,Троллейбус,Остановка,Ул. Оптиков ,УЛ. ОПТИКОВ,"Торфяная, Оптиков","25,40,","59.995800,30.255500"
6301,Трамвай,Остановка,Ул. Оптиков T ,УЛ. ОПТИКОВ,"Мебельная, Оптиков",18,"59.995033,30.253733"
6302,Автобус,Остановка,"УЛ. ОПТИКОВ, 22","УЛ. ОПТИКОВ, 22","ул. Оптиков, ул. Ситцевая",154,"59.998465,30.229127"
6303,Троллейбус,Остановка,"Ул. Оптиков, 52 ","УЛ. ОПТИКОВ, 52","улица Оптиков, переулок Никифорова",23,"60.001970,30.202220"
6304,Автобус,Остановка,"УЛ. ОПТИКОВ,52","УЛ. ОПТИКОВ,52",Оптиков ул.,"154,154А,172,180,К-279,","60.001876,30.202363"
6305,Автобус,Остановка,"УЛ. ОПТИКОВ,52 [154]","УЛ. ОПТИКОВ,52",Оптиков ул.,"126,154,180,184,К-279,","60.002650,30.200400"
6306,Автобус,Остановка,УЛ. ОРБЕЛИ,УЛ. ОРБЕЛИ,"Светлановский пр., Орбели ул.","9,40,93,98,","60.007930,30.339040"
6307,Автобус,Остановка,УЛ. ОРБЕЛИ,УЛ. ОРБЕЛИ,"Светлановский пр., Орбели ул.","9,40,93,98,","60.008128,30.340681"
6308,Троллейбус,Остановка,Ул. Орбели ,УЛ. ОРБЕЛИ,"Светлановский проспект, улица Орбели","40,50,","60.008010,30.339600"
6309,Троллейбус,Остановка,Ул. Орбели ,УЛ. ОРБЕЛИ,"Светлановский, Орбели","40,50,","60.008100,30.340500"
6310,Трамвай,Остановка,Ул. Орбели T ,УЛ. ОРБЕЛИ,"Муринский 2-й, Орбели","20,40,55,","60.001608,30.340844"
6311,Трамвай,Остановка,Ул. Орбели T ,УЛ. ОРБЕЛИ,"Муринский 2-й, Орбели","20,40,55,","60.001706,30.339703"
6312,Автобус,Остановка,УЛ. ОРДЖОНИКИДЗЕ [50],УЛ. ОРДЖОНИКИДЗЕ,"пр. Юрия Гагарина, Орджоникидзе ул.","2М,2МА,36,50,","59.844975,30.338163"
6313,Автобус,Остановка,УЛ. ОРДЖОНИКИДЗЕ [50]<,УЛ. ОРДЖОНИКИДЗЕ,"пр. Юрия Гагарина, Орджоникидзе ул.","2М,2МА,16,","59.843986,30.337901"
6314,Автобус,Остановка,УЛ. ОРДЖОНИКИДЗЕ УГ. УЛ. ЛЕНСОВЕТА,УЛ. ОРДЖОНИКИДЗЕ УГ. УЛ. ЛЕНСОВЕТА,"Орджоникидзе ул., Ленсовета ул.",50,"59.844262,30.330935"
6315,Автобус,Остановка,"УЛ. ОРДЖОНИКИДЗЕ, УГ. ПР. КОСМОНАВТОВ [63]<","УЛ. ОРДЖОНИКИДЗЕ, УГ. ПР. КОСМОНАВТОВ","Космонавтов пр., Орджоникидзе ул.",63,"59.843397,30.356619"
6316,Автобус,Остановка,"УЛ. ОРДЖОНИКИДЗЕ, УГ. УЛ. ЛЕНСОВЕТА","УЛ. ОРДЖОНИКИДЗЕ, УГ. УЛ. ЛЕНСОВЕТА","улица Ленсовета, улица Орджоникидзе","16,50,","59.844130,30.330005"
6317,Автобус,Остановка,"УЛ. ОРДЖОНИКИДЗЕ, УГ. УЛ. ЛЕНСОВЕТА","УЛ. ОРДЖОНИКИДЗЕ, УГ. УЛ. ЛЕНСОВЕТА","улица Ленсовета, улица Орджоникидзе",39,"59.844770,30.330033"
6318,Автобус,Остановка,"УЛ. ОРДЖОНИКИДЗЕ, УГ. УЛ. ЛЕНСОВЕТА [16]","УЛ. ОРДЖОНИКИДЗЕ, УГ. УЛ. ЛЕНСОВЕТА","Ленсовета ул., Орджоникидзе ул.","16,39,","59.844752,30.330428"
6319,Автобус,Остановка,"УЛ. ОРДЖОНИКИДЗЕ,УГ. ПР. КОСМОНАВТОВ [116]","УЛ. ОРДЖОНИКИДЗЕ,УГ. ПР. КОСМОНАВТОВ","Орджоникидзе ул., Космонавтов пр.","63,116,","59.843009,30.357653"
6320,Автобус,Остановка,"УЛ. ОРДЖОНИКИДЗЕ,УГ. ПР. КОСМОНАВТОВ [116]<","УЛ. ОРДЖОНИКИДЗЕ,УГ. ПР. КОСМОНАВТОВ","Космонавтов пр., Орджоникидзе ул.",116,"59.842198,30.356657"
6321,Автобус,Остановка,УЛ. ОСВОБОЖДЕНИЯ,УЛ. ОСВОБОЖДЕНИЯ,"Освобождения ул., Ленина пр.","149,149А,301,","59.741054,30.089984"
6322,Автобус,Временная,УЛ. ОСИПЕНКО,УЛ. ОСИПЕНКО,"ул. Осипенко, пр. Косыгина",К-167,"59.946288,30.484389"
6323,Автобус,Остановка,УЛ. ОСИПЕНКО [24],УЛ. ОСИПЕНКО,"Косыгина пр., ул. Осипенко","24,30,","59.945222,30.483528"
6324,Автобус,Остановка,УЛ. ОСИПЕНКО [24]<,УЛ. ОСИПЕНКО,"пр. Косыгина, ул. Осипенко","24,30,","59.944910,30.485630"
6325,Трамвай,Остановка,ул. Осипенко,ул. Осипенко,"проспект Косыгина, улица Осипенко","8,64,","59.944860,30.484310"
6326,Трамвай,Остановка,ул. Осипенко,ул. Осипенко,"Косыгина, Осипенко","8,64,","59.944936,30.484861"
6327,Автобус,Остановка,УЛ. ОСКАЛЕНКО,УЛ. ОСКАЛЕНКО,"Савушкина ул., Оскаленко ул.","5М,5Ма,32,К-206,К-210,211,","59.984568,30.278438"
6328,Автобус,Остановка,УЛ. ОСКАЛЕНКО,УЛ. ОСКАЛЕНКО,"ул. Савушкина, ул. Оскаленко","5М,5Ма,32,К-206,К-210,211,","59.984481,30.278634"
6329,Трамвай,Остановка,Ул. Оскаленко Т ,УЛ. ОСКАЛЕНКО,"Савушкина ул., Оскаленко ул.","21,48,","59.984417,30.277500"
6330,Трамвай,Остановка,Ул. Оскаленко Т ,УЛ. ОСКАЛЕНКО,"ул. Савушкина, ул. Оскаленко","21,48,","59.984570,30.278139"
6331,Автобус,Остановка,"УЛ. ОТВАЖНЫХ [2, 165]",УЛ. ОТВАЖНЫХ,"ул. Партизана Германа, ул. Отважных","2,2А,111,165,","59.836177,30.175721"
6332,Автобус,Остановка,"УЛ. ОТВАЖНЫХ [2, 165]<",УЛ. ОТВАЖНЫХ,"ул. Партизана Германа, ул. Отважных","2,2А,111,165,","59.835535,30.175414"
6333,Автобус,Остановка,УЛ. ПАРТИЗАНА ГЕРМАНА [130],УЛ. ПАРТИЗАНА ГЕРМАНА,"Народного ополчения пр., ул. Партизана Германа","87,130,163,165,229,","59.824184,30.174948"
6334,Автобус,Остановка,"УЛ. ПАРТИЗАНА ГЕРМАНА [229, 130, 2, 165]",УЛ. ПАРТИЗАНА ГЕРМАНА,"Ветеранов пр., ул. Партизана Германа","68,130,162,165,229,","59.832926,30.176870"
6335,Автобус,Остановка,"УЛ. ПАРТИЗАНА ГЕРМАНА [229, 130, 2, 165]<",УЛ. ПАРТИЗАНА ГЕРМАНА,"Ветеранов пр., ул. Партизана Германа","68,130,","59.833133,30.173955"
6336,Автобус,Остановка,УЛ. ПАРТИЗАНА ГЕРМАНА [2],УЛ. ПАРТИЗАНА ГЕРМАНА,"ул. Партизана Германа, Народного Ополчения пр.","2,2А,111,229,","59.825008,30.176128"
6337,Троллейбус,Остановка,Ул. Партизана Германа ,Ул. Партизана Германа,"проспект Ветеранов, улица Партизана Германа","37,46,","59.833120,30.174140"
6338,Троллейбус,Остановка,Ул. Партизана Германа ,Ул. Партизана Германа,"проспект Ветеранов, улица Партизана Германа","37,46,48,","59.832950,30.177039"
6339,Троллейбус,Остановка,Ул. Партизана Германа ,Ул. Партизана Германа,"улица Партизана Германа, проспект Ветеранов",48,"59.833694,30.175794"
6340,Трамвай,Остановка,Ул. Партизана Германа ,Ул. Партизана Германа,"проспект Ветеранов, улица Партизана Германа",52,"59.833236,30.176694"
6341,Трамвай,Остановка,Ул. Партизана Германа ,Ул. Партизана Германа,"проспект Ветеранов, улица Партизана Германа",52,"59.833141,30.174641"
6342,Автобус,Остановка,"УЛ. ПАРТИЗАНА ГЕРМАНА, 47","УЛ. ПАРТИЗАНА ГЕРМАНА, 47","улица Партизана Германа, проспект Народного Ополчения","2,2А,111","59.824921,30.175680"
6343,Автобус,Остановка,"УЛ. ПАРТИЗАНА ГЕРМАНА, УГ.УЛ.ЧЕКИСТОВХ","УЛ. ПАРТИЗАНА ГЕРМАНА, УГ.УЛ.ЧЕКИСТОВХ","ул. Чекистов, ул. Партизана Германа","87,165,","59.842600,30.173349"
6344,Автобус,Остановка,"УЛ. ПАРТИЗАНА ГЕРМАНА,26 [229, 2]","УЛ. ПАРТИЗАНА ГЕРМАНА,26",ул. Партизана Германа,"2,2А,111,229,","59.828935,30.175569"
